No.,Despacho ,"Status
IMPI",Año de Registro,Proyecto,Tipo de registro de propiedad intelectual,Registro IMPI,Nombre,Estatus,Patente Otorgada,Razón Social,E Number,P Number
259,"Olivares y Compañía, S.C.",PENDIENTE,2025,2024,Patente,MX/a/2025/003142,ESTACIÓN DE ACOPLAMIENTO INTELIGENTE PARA SISTEMAS DE INFOENTRETENIMIENTO DE BAJO COSTE EN VEHÍCULOS,Activa,,S. de R.L. de C.V.,2016E05389  MX,2024P04506 MX
260,"Olivares y Compañía, S.C.",PENDIENTE,2025,2024,Patente,MX/a/2025/003143,SISTEMA DE ASISTENCIA DE SEGURIDAD INTELIGENTE PARA VEHÍCULOS DE PASAJEROS,Activa,,S. de R.L. de C.V.,2015E01258  MX,2024P04507 MX
261,"Olivares y Compañía, S.C.",PENDIENTE,2025,2024,Patente,MX/a/2025/003144,SISTEMA CONTRA CONDUCCIÓN PELIGROSA,Activa,,S. de R.L. de C.V.,2018E07985  MX,2024P04508 MX
262,"Olivares y Compañía, S.C.",PENDIENTE,2025,2024,Patente,MX/a/2025/003145,SISTEMA DE BALANCEO DE SUPERFICIE PARA UN VEHÍCULO,Activa,,S. de R.L. de C.V.,2020E06793  MX,2024P04509 MX
263,"Olivares y Compañía, S.C.",PENDIENTE,2025,2024,Patente,MX/a/2025/003146,SISTEMA DE INSPECCIÓN DE NEUMÁTICOS PARA UN VEHÍCULO,Activa,,S. de R.L. de C.V.,2020E04243  MX,2024P04668 MX
264,"Olivares y Compañía, S.C.",PENDIENTE,2025,2025,Patente,MX/a/2025/007955,SISTEMA DE AUTOPOSICIONAMIENTO DE ESPEJOS LATERALES,Activa,,S. de R.L. de C.V.,2025E01731  MX,2025P02100 MX
265,"Olivares y Compañía, S.C.",PENDIENTE,2025,2025,Patente,MX/a/2025/007956,SISTEMA DE DETECCIÓN Y LOCALIZACIÓN DE VEHÍCULOS MEDIANTE COMUNICACIÓN DE BAJA FRECUENCIA,Activa,,S. de R.L. de C.V.,2017E00411  MX,2025P01951 MX
266,"Olivares y Compañía, S.C.",PENDIENTE,2025,2025,Patente,MX/a/2025/007957,SISTEMA DE MONITOREO MÉDICO EN UN VEHÍCULO,Activa,,S. de R.L. de C.V.,2017E08892  MX,2025P01950 MX
267,"Olivares y Compañía, S.C.",PENDIENTE,2025,2025,Patente,MX/a/2025/007958,SISTEMA ANTIRROBO AVANZADO QUE UTILIZA CONECTIVIDAD V2X Y 5G,Activa,,S. de R.L. de C.V.,2020E03896  MX,2025P01949 MX
268,"Olivares y Compañía, S.C.",PENDIENTE,2025,2025,Patente,MX/a/2025/007959,SISTEMA DE VIGILANCIA DE CABINA DE VEHÍCULO,Activa,,S. de R.L. de C.V.,2019E06984  MX,2025P01948 MX
269,"Olivares y Compañía, S.C.",PENDIENTE,2025,2025,Patente,MX/a/2025/007960,INTERRUPTOR DE BATERÍA PARA VEHÍCULO DE CARGA,Activa,,S. de R.L. de C.V.,2024E00869  MX,2025P01947 MX
270,"Olivares y Compañía, S.C.",PENDIENTE,2025,2025,Patente,MX/a/2025/007961,SISTEMA DE DETECCIÓN DE IMPERFECCIONES EN NEUMÁTICOS,Activa,,S. de R.L. de C.V.,2024E01177  MX,2025P01946  MX
271,"Olivares y Compañía, S.C.",PENDIENTE,2025,2025,Patente,MX/a/2025/007962,SISTEMA DE ETIQUETAS DIGITALES PARA UNIDADES DE CONTROL ELECTRÓNICO AUTOMOTRICES,Activa,,S. de R.L. de C.V.,2022E05180  MX,2025P01945  MX
272,"Olivares y Compañía, S.C.",PENDIENTE,2025,2025,Patente,MX/a/2025/007963,SISTEMA DE MONITOREO DE INFRACCIONES VEHICULARES,Activa,,S. de R.L. de C.V.,2021E00634  MX,2025P01944  MX
273,"Olivares y Compañía, S.C.",PENDIENTE,2025,2025,Patente,MX/a/2025/007964,SISTEMA DE PANTALLA DE VISUALIZACIÓN FRONTAL ADAPTABLE PARA MEJORAR LA VISIBILIDAD,Activa,,S. de R.L. de C.V.,2019E00658  MX,2025P01943  MX
274,"Olivares y Compañía, S.C.",PENDIENTE,2025,2025,Patente,MX/a/2025/007965,SISTEMA DE DETECCIÓN Y ALERTA DE CONDICIONES EN CARRETERA PARA VEHÍCULOS ,Activa,,S. de R.L. de C.V.,2017E00062  MX,2025P01936  MX
275,"Olivares y Compañía, S.C.",PENDIENTE,2025,2025,Patente,MX/a/2025/007966,SISTEMA DE ADVERTENCIA DE FALLOS EN LUCES DE FRENO,Activa,,S. de R.L. de C.V.,2018E09887  MX,2025P01942  MX
276,"Olivares y Compañía, S.C.",PENDIENTE,2025,2025,Patente,MX/a/2025/007967,SISTEMA DE ALARMA DE VENTANAS DE VEHÍCULO,Activa,,S. de R.L. de C.V.,2018E08844  MX,2025P01941  MX
277,"Olivares y Compañía, S.C.",PENDIENTE,2025,2025,Patente,MX/a/2025/007968,ESPEJO PANORÁMICO ,Activa,,S. de R.L. de C.V.,2018E08338  MX,2025P01940  MX
278,"Olivares y Compañía, S.C.",PENDIENTE,2025,2025,Patente,MX/a/2025/007969,SISTEMA AUTOMATIZADO DE SINTONIZACIÓN DE PROGRAMAS AM/FM PARA EL SISTEMA DE INFOENTRETENIMIENTO DEL VEHÍCULO,Activa,,S. de R.L. de C.V.,2018E07127  MX,2025P01939  MX
279,"Olivares y Compañía, S.C.",PENDIENTE,2025,2025,Patente,MX/a/2025/007970,DISPOSITIVO INTELIGENTE PARA LA MOVILIDAD SEGURA DE NIÑOS EN EL TRANSPORTE PÚBLICO,Activa,,S. de R.L. de C.V.,2017E09667  MX,2025P01938  MX
280,"Olivares y Compañía, S.C.",PENDIENTE,2025,2025,Patente,MX/a/2025/007971,MÉTODO Y DISPOSITIVO PARA LA GRABACIÓN DETERMINÍSTICA DE DATOS DE COLISIÓN EN VEHÍCULOS,Activa,,S. de R.L. de C.V.,2017E00259  MX,2025P01937  MX
281,"Olivares y Compañía, S.C.",PENDIENTE,2025,2025,Patente,MX/a/2025/007972,ENSAMBLE DE SEGURIDAD PARA NEUMÁTICO,Activa,,S. de R.L. de C.V.,2016E06823  MX,2025P01935  MX
282,"Olivares y Compañía, S.C.",PENDIENTE,2025,2025,Patente,MX/a/2025/007973,SISTEMA DE SEGURIDAD PARA DETECTAR OBJETOS EN LAS VENTANAS DE UN VEHÍCULO,Activa,,S. de R.L. de C.V.,2016E04632  MX,2025P01934  MX
283,"Olivares y Compañía, S.C.",PENDIENTE,2025,2025,Patente,MX/a/2025/007974,SISTEMA DE FRENOS AVANZADO PARA VEHÍCULOS,Activa,,S. de R.L. de C.V.,2024E02617  MX,2025P01933  MX
284,"Olivares y Compañía, S.C.",PENDIENTE,2025,2025,Patente,MX/a/2025/007975,SISTEMA DE PREVENCIÓN DE COLISIONES MENORES,Activa,,S. de R.L. de C.V.,2018E08044  MX,2025P01932  MX
285,"Olivares y Compañía, S.C.",PENDIENTE,2025,2025,Patente,MX/a/2025/007976,PERILLA GIRATORIA CON RETROALIMENTACIÓN,Activa,,S. de R.L. de C.V.,2025E01732  MX,2025P02099 MX
286,"Olivares y Compañía, S.C.",PENDIENTE,2025,2025,Patente,MX/a/2025/007977,SISTEMA PARA DETECTAR UN PASAJERO SOBRE UN ASIENTO DE UN VEHÍCULO,Activa,,S. de R.L. de C.V.,2019E05989  MX,2025P03245 MX
287,"Olivares y Compañía, S.C.",PENDIENTE,2025,2025,Patente,MX/a/2025/007978,PARASOL AUTOMÁTICO,Activa,,S. de R.L. de C.V.,2016E06321  MX,2025P03246 MX 
288,"Olivares y Compañía, S.C.",PENDIENTE,2025,2025,Patente,MX/a/2025/007979,SISTEMA DE ILUMINACIÓN AUXILIAR PARA VEHICULOS CON DETECCIÓN DE FALLOS Y COMPENSACIÓN ADAPTATIVA,Activa,,S. de R.L. de C.V.,2019E06865  MX,2025P03247 MX
289,"Olivares y Compañía, S.C.",PENDIENTE,2025,2025,Patente,MX/a/2025/007980,SISTEMA DE PREVENCIÓN DE ROBO DE MÓDULOS COMPUTADORA DE VEHÍCULOS,Activa,,S. de R.L. de C.V.,2020E04907  MX,2025P03248 MX 
